PARTY,UCC,SYMBOL,SETCOD,TYP,TOTSALE,DELVSALE,EPI,SALEPENDING,TOTBUY,DELVBUY,SALEVAL,BUYVAL,NETVAL,AVGRATE,NATURE,MINMARGIN
CAD2177,CAD2177,JETAIRWAYS,Z2022148  ,BZ,100,100,0,100,0,0,10246.05,0,10246.05,102.46,Z,2049.21
CAD2177,CAD2177,AGI,N2022148  ,EQ,100,100,100,0,0,0,28505,0,28505,0,R,0
CAD2208,CAD2208,CHENNPETRO,N2022147  ,EQ,360,50,50,0,310,0,98000.8,83992.75,14008.05,0,R,0
CAD2273,CAD2273,DEEPAKNTR,N2022147  ,EQ,30,10,10,0,20,0,57581,39316,18265,0,R,0
CAD2273,CAD2273,SCHNEIDER,N2022147  ,EQ,800,0,0,0,1400,600,99570,174210,-74640,124.40,R,14928
CAD2316,CAD2316,RELIANCE,N2022147  ,EQ,20,20,20,0,0,0,52140,0,52140,0,R,0
CAD2324,CAD2324,PVR,N2022147  ,EQ,0,0,0,0,5,5,0,10727.5,-10727.50,2145.50,R,2145.50
CAD2324,CAD2324,BEL,N2022148  ,EQ,10,10,0,10,0,0,2861,0,2861,286.10,R,572.20
CAD2393,CAD2393,TECHM,N2022148  ,EQ,50,50,50,0,0,0,53250,0,53250,0,R,0
CAD2393,CAD2393,IEX,N2022148  ,EQ,0,0,0,0,100,100,0,16250,-16250,162.50,R,3250
CAD2393,CAD2393,AWL,Z2022148  ,BE,25,25,0,25,75,75,17825,51200,-33375,690.25,Z,13805
CAD2395,CAD2395,YESBANK,N2022147  ,EQ,500,500,500,0,0,0,8175,0,8175,0,R,0
CAD2405,CAD2405,ASAHISONG,N2022147  ,EQ,20,20,20,0,0,0,6455,0,6455,0,R,0
CAD2405,CAD2405,RKFORGE,N2022148  ,EQ,0,0,0,0,5,5,0,955.25,-955.25,191.05,R,191.05
CAD2405,CAD2405,RKFORGE,N2022147  ,EQ,40,40,40,0,0,0,7431,0,7431,0,R,0
CAD2405,CAD2405,BRIGADE,N2022147  ,EQ,8,8,8,0,0,0,4068,0,4068,0,R,0
CAD2405,CAD2405,BIL,Z2022147  ,BE,0,0,0,0,15,15,0,3088.2,-3088.20,205.88,Z,617.64
CAD2405,CAD2405,SHREYANIND,N2022147  ,EQ,100,87,87,0,13,0,10940,1404,9536,0,R,0
CAD2405,CAD2405,ARIES,N2022148  ,EQ,0,0,0,0,20,20,0,2620,-2620,131,R,524
CAD2405,CAD2405,SUPRIYA,N2022148  ,EQ,0,0,0,0,15,15,0,5280,-5280,352,R,1056
CAD2405,CAD2405,BOROLTD,N2022147  ,EQ,0,0,0,0,10,10,0,3391,-3391,339.10,R,678.20
CAD2405,CAD2405,ROSSARI,N2022148  ,EQ,0,0,0,0,15,15,0,14220,-14220,948,R,2844
CAD2405,CAD2405,BANDHANBNK,N2022148  ,EQ,0,0,0,0,35,35,0,9731.75,-9731.75,278.05,R,1946.35
CAD2405,CAD2405,JAYAGROGN,N2022147  ,EQ,45,45,45,0,0,0,10041.75,0,10041.75,0,R,0
CAD2405,CAD2405,JAYAGROGN,N2022148  ,EQ,0,0,0,0,10,10,0,2140,-2140,214,R,428
CAD2426,CAD2426,SBIN,N2022147  ,EQ,45,45,45,0,0,0,24372,0,24372,0,R,0
CAD2486,CAD2486,GRANULES,N2022148  ,EQ,0,0,0,0,100,100,0,31000,-31000,310,R,6200
CAD2486,CAD2486,BLISSGVS,N2022148  ,EQ,0,0,0,0,200,200,0,16010,-16010,80.05,R,3202
CAD2486,CAD2486,POONAWALLA,N2022147  ,EQ,0,0,0,0,200,200,0,55660,-55660,278.30,R,11132
CAD2486,CAD2486,GREENPLY,N2022148  ,EQ,0,0,0,0,100,100,0,18500,-18500,185,R,3700
CAD2519,CAD2519,IDFCFIRSTB,N2022148  ,EQ,0,0,0,0,1500,1500,0,65100,-65100,43.40,R,13020
CAD2547,CAD2547,INDOAMIN,N2022148  ,EQ,25,25,0,25,0,0,2488.1,0,2488.10,99.52,R,497.62
CAD2550,CAD2550,TECHM,N2022147  ,EQ,0,0,0,0,2,2,0,2087.7,-2087.70,1043.85,R,417.54
CAD2550,CAD2550,VSTTILLERS,N2022147  ,EQ,0,0,0,0,5,5,0,13243.5,-13243.50,2648.70,R,2648.70
CAD2576,CAD2576,GLAXO,N2022147  ,EQ,0,0,0,0,8,8,0,11189.15,-11189.15,1398.64,R,2237.83
CAD2594,CAD2594,SUBEXLTD,N2022148  ,EQ,350,350,0,350,0,0,13752.5,0,13752.50,39.29,R,2750.50
CAD2594,CAD2594,ROHLTD,N2022147  ,EQ,50,50,50,0,0,0,8855,0,8855,0,R,0
CAD2594,CAD2594,MOTILALOFS,N2022148  ,EQ,50,0,0,0,153,103,38040.5,116403.3,-78362.80,760.80,R,15672.56
CAD2594,CAD2594,TCS,N2022147  ,EQ,25,25,25,0,0,0,83601.25,0,83601.25,0,R,0
CAD2594,CAD2594,EASEMYTRIP,N2022147  ,EQ,0,0,0,0,100,100,0,37390,-37390,373.90,R,7478
CAD2605,CAD2605,YESBANK,N2022148  ,EQ,0,0,0,0,2000,2000,0,33200,-33200,16.60,R,6640
CAD2605,CAD2605,YESBANK,N2022147  ,EQ,0,0,0,0,2000,2000,0,33200,-33200,16.60,R,6640
CAD2657,CAD2657,IOC,N2022147  ,EQ,0,0,0,0,100,100,0,7165,-7165,71.65,R,1433
CAD2664,CAD2664,RECLTD,N2022147  ,EQ,0,0,0,0,30,30,0,3985.5,-3985.50,132.85,R,797.10
CAD2664,CAD2664,RECLTD,N2022148  ,EQ,0,0,0,0,20,20,0,2652,-2652,132.60,R,530.40
CAD2664,CAD2664,COALINDIA,N2022148  ,EQ,0,0,0,0,40,40,0,8464,-8464,211.60,R,1692.80
CAD2667,CAD2667,ZOMATO,N2022148  ,EQ,200,200,0,200,0,0,11380,0,11380,56.90,R,2276
CAD2667,CAD2667,HINDALCO,N2022148  ,EQ,22,0,0,0,34,12,9420.1,14403.7,-4983.60,415.30,R,996.72
CAD2667,CAD2667,TATAPOWER,N2022147  ,EQ,0,0,0,0,10,10,0,2346.5,-2346.50,234.65,R,469.30
CAD2667,CAD2667,SIEMENS,N2022147  ,EQ,0,0,0,0,1,1,0,2605.2,-2605.20,2605.20,R,521.04
CAD2667,CAD2667,BALRAMCHIN,N2022147  ,EQ,5,0,0,0,27,22,1962.5,10495.2,-8532.70,387.85,R,1706.54
CAD2667,CAD2667,TATAMOTORS,N2022148  ,EQ,21,0,0,0,34,13,9802.55,15755.8,-5953.25,457.94,R,1190.65
CAD2667,CAD2667,ICICIBANK,N2022147  ,EQ,10,10,10,0,0,0,8273,0,8273,0,R,0
CAD2667,CAD2667,ICICIBANK,N2022148  ,EQ,3,0,0,0,10,7,2461.05,8176,-5714.95,816.42,R,1142.99
CAD2683,CAD2683,USHAMART,N2022148  ,EQ,100,100,0,100,0,0,15715,0,15715,157.15,R,3143
CAD2694,CAD2694,RECLTD,N2022148  ,EQ,0,0,0,0,30,30,0,3967.5,-3967.50,132.25,R,793.50
CAD2694,CAD2694,IOC,N2022148  ,EQ,0,0,0,0,100,100,0,7090,-7090,70.90,R,1418
CAD2694,CAD2694,MTARTECH,N2022148  ,EQ,0,0,0,0,2,2,0,2850,-2850,1425,R,570
CAD2715,CAD2715,500211,N2022147  ,EQ,500,500,500,0,0,0,3230,0,3230,0,R,0
CAD2718,CAD2718,EASEMYTRIP,N2022148  ,EQ,15,15,0,15,0,0,6211,0,6211,414.07,R,1242.20
CAD2718,CAD2718,DEVYANI,N2022147  ,EQ,5,5,5,0,0,0,951.25,0,951.25,0,R,0
CAD2718,CAD2718,IDEA,N2022148  ,EQ,0,0,0,0,100,100,0,900,-900,9,R,180
CAD2718,CAD2718,SPICEJET,N2022148  ,EQ,0,0,0,0,50,50,0,2517.5,-2517.50,50.35,R,503.50
CAD2718,CAD2718,IDEA,N2022147  ,EQ,0,0,0,0,25,25,0,231.25,-231.25,9.25,R,46.25
CAD2722,CAD2722,SUBEXLTD,N2022148  ,EQ,1000,1000,0,1000,0,0,38750,0,38750,38.75,R,7750
CAD2722,CAD2722,PAYTM,N2022147  ,EQ,100,100,100,0,0,0,80000,0,80000,0,R,0
CAD2722,CAD2722,PAYTM,N2022148  ,EQ,50,50,0,50,0,0,41200,0,41200,824,R,8240
CAD2732,CAD2732,NAZARA,N2022147  ,EQ,15,15,15,0,0,0,10741.5,0,10741.50,0,R,0
CAD2732,CAD2732,PAYTM,N2022147  ,EQ,18,18,18,0,0,0,14309.6,0,14309.60,0,R,0
CAD2787,CAD2787,PAYTM,N2022148  ,EQ,100,100,0,100,0,0,79310,0,79310,793.10,R,15862
CAD2787,CAD2787,TATASTEEL,N2022147  ,EQ,1500,1500,1500,0,0,0,159848.5,0,159848.50,0,R,0
CAD2792,CAD2792,PETRONET,N2022148  ,EQ,0,0,0,0,100,100,0,21590,-21590,215.90,R,4318
CAD2792,CAD2792,INDUSTOWER,N2022147  ,EQ,75,0,0,0,125,50,15486.25,25887.5,-10401.25,208.03,R,2080.25
CAD2792,CAD2792,TAJGVK,N2022147  ,EQ,50,50,50,0,0,0,8200,0,8200,0,R,0
CAD2792,CAD2792,SPICEJET,N2022147  ,EQ,250,200,200,0,50,0,12135,2565,9570,0,R,0
CAD2833,CAD2833,ZOMATO,N2022148  ,EQ,250,250,0,250,0,0,13882.1,0,13882.10,55.53,R,2776.42
CAD2833,CAD2833,POLICYBZR,N2022148  ,EQ,25,25,0,25,0,0,13727.6,0,13727.60,549.10,R,2745.52
CAD2840,CAD2840,RECLTD,N2022148  ,EQ,200,100,0,100,100,0,26495,13280,13215,132.15,R,2643
CAD2840,CAD2840,PFC,N2022148  ,EQ,200,100,0,100,100,0,23680,11896.35,11783.65,117.84,R,2356.73
CAD2951,CAD2951,ICICIBANK,N2022147  ,EQ,0,0,0,0,5,5,0,4086.75,-4086.75,817.35,R,817.35
CAD2951,CAD2951,TCS,N2022147  ,EQ,0,0,0,0,1,1,0,3311.45,-3311.45,3311.45,R,662.29
CAD2951,CAD2951,HDFCBANK,N2022147  ,EQ,0,0,0,0,2,2,0,2849.6,-2849.60,1424.80,R,569.92
CAD2951,CAD2951,CDSL,N2022147  ,EQ,0,0,0,0,1,1,0,1155.6,-1155.60,1155.60,R,231.12
CAD2951,CAD2951,YESBANK,N2022147  ,EQ,0,0,0,0,849,849,0,13881.15,-13881.15,16.35,R,2776.23
CAD2951,CAD2951,MON100,N2022147  ,EQ,0,0,0,0,300,300,0,29844,-29844,99.48,R,5968.80
CAD2951,CAD2951,HDFC,N2022147  ,EQ,0,0,0,0,1,1,0,2335.75,-2335.75,2335.75,R,467.15
CAD2951,CAD2951,AXISBANK,N2022147  ,EQ,0,0,0,0,5,5,0,3672.75,-3672.75,734.55,R,734.55
CAD2951,CAD2951,INFY,N2022147  ,EQ,0,0,0,0,2,2,0,3106.1,-3106.10,1553.05,R,621.22
CAD2951,CAD2951,BAJFINANCE,N2022147  ,EQ,0,0,0,0,1,1,0,7276,-7276,7276,R,1455.20
CAD2951,CAD2951,ASIANPAINT,N2022147  ,EQ,0,0,0,0,1,1,0,3390.9,-3390.90,3390.90,R,678.18
CAD2951,CAD2951,MID150BEES,N2022147  ,EQ,0,0,0,0,40,40,0,4597.6,-4597.60,114.94,R,919.52
CAD2951,CAD2951,ITC,N2022147  ,EQ,0,0,0,0,10,10,0,3046,-3046,304.60,R,609.20
CAD2961,CAD2961,BEL,N2022148  ,EQ,0,0,0,0,80,80,0,22752,-22752,284.40,R,4550.40
CAD2961,CAD2961,ZYDUSLIFE,N2022148  ,EQ,10,10,0,10,0,0,3648.5,0,3648.50,364.85,R,729.70
CAD2961,CAD2961,TATAMOTORS,N2022148  ,EQ,0,0,0,0,20,20,0,9358,-9358,467.90,R,1871.60
CAD2975,CAD2975,HFCL,N2022147  ,EQ,0,0,0,0,1000,1000,0,66850,-66850,66.85,R,13370
CAD2975,CAD2975,SBIN,N2022147  ,EQ,10,10,10,0,0,0,5428,0,5428,0,R,0
CAD2981,CAD2981,ASIANPAINT,N2022148  ,EQ,25,25,0,25,0,0,86250,0,86250,3450,R,17250
CAD2984,CAD2984,GESHIP,N2022147  ,EQ,200,200,200,0,0,0,103400,0,103400,0,R,0
CAD2984,CAD2984,TATAMOTORS,N2022147  ,EQ,0,0,0,0,1000,1000,0,461625,-461625,461.63,R,92325
CAD2984,CAD2984,BHARATFORG,N2022148  ,EQ,0,0,0,0,250,250,0,176475.05,-176475.05,705.90,R,35295.01
CAD2984,CAD2984,BANKBARODA,N2022148  ,EQ,10000,10000,0,10000,0,0,1180898.3,0,1180898.30,118.09,R,236179.66
CAD2997,CAD2997,DEVYANI,N2022148  ,EQ,100,100,0,100,0,0,18700,0,18700,187,R,3740
CAD3009,CAD3009,540135,N2022148  ,EQ,10,10,0,10,0,0,11.6,0,11.60,1.16,R,2.32
CAD3012,CAD3012,SBIN,N2022147  ,EQ,200,200,200,0,0,0,109000,0,109000,0,R,0
CAD3022,CAD3022,DHANI,N2022148  ,EQ,0,0,0,0,1000,1000,0,49500,-49500,49.50,R,9900
CAD3022,CAD3022,AWL,Z2022148  ,BE,290,290,0,290,0,0,205080,0,205080,707.17,Z,41016
CAD3029,CAD3029,RALLIS,N2022147  ,EQ,100,100,100,0,0,0,21420,0,21420,0,R,0
CAD3029,CAD3029,HDFCBANK,N2022147  ,EQ,10,10,10,0,0,0,14227,0,14227,0,R,0
CAD3029,CAD3029,ZUARI,N2022148  ,EQ,100,100,0,100,0,0,16000,0,16000,160,R,3200
CAD3036,CAD3036,FRETAIL,Z2022147  ,BE,0,0,0,0,600,600,0,3360,-3360,5.60,Z,672
CAD3036,CAD3036,SREINFRA,Z2022147  ,BE,0,0,0,0,800,800,0,3200,-3200,4,Z,640
CAD3044,CAD3044,JPPOWER,N2022148  ,EQ,104,100,0,100,4,0,764.05,29.25,734.80,7.35,R,146.96
CAD3044,CAD3044,LUPIN,N2022148  ,EQ,800,800,0,800,0,0,528139.75,0,528139.75,660.17,R,105627.95
CAD3048,CAD3048,JITFINFRA,Z2022147  ,BE,350,350,350,0,0,0,61820,0,61820,0,Z,0
CAD3054,CAD3054,JPPOWER,N2022148  ,EQ,1000,1000,0,1000,0,0,7300,0,7300,7.30,R,1460
CAD3054,CAD3054,YESBANK,N2022147  ,EQ,0,0,0,0,1000,1000,0,16550,-16550,16.55,R,3310
CAD3054,CAD3054,TAKE,N2022148  ,EQ,600,600,0,600,0,0,15855,0,15855,26.43,R,3171
CAD3054,CAD3054,YESBANK,N2022148  ,EQ,0,0,0,0,1000,1000,0,16550,-16550,16.55,R,3310
CAD3066,CAD3066,VEDL,N2022147  ,EQ,0,0,0,0,500,500,0,124050,-124050,248.10,R,24810
CAD3113,CAD3113,SMCGLOBAL,N2022148  ,EQ,600,400,0,400,200,0,51820,17420,34400,86,R,6880
CAD3141,CAD3141,POONAWALLA,N2022147  ,EQ,0,0,0,0,100,100,0,28500,-28500,285,R,5700
CAD3161,CAD3161,SPICEJET,N2022147  ,EQ,0,0,0,0,100,100,0,4970,-4970,49.70,R,994
CAD3161,CAD3161,IEX,N2022147  ,EQ,0,0,0,0,50,50,0,8312.5,-8312.50,166.25,R,1662.50
CAD3161,CAD3161,RELIANCE,N2022147  ,EQ,0,0,0,0,5,5,0,12856.75,-12856.75,2571.35,R,2571.35
CAD3161,CAD3161,HCLTECH,N2022147  ,EQ,0,0,0,0,20,20,0,19072,-19072,953.60,R,3814.40
CAD3187,CAD3187,YESBANK,N2022147  ,EQ,200,200,200,0,0,0,3280,0,3280,0,R,0
CAD3241,CAD3241,GLAXO,N2022147  ,EQ,0,0,0,0,10,10,0,13973,-13973,1397.30,R,2794.60
CAD3260,CAD3260,JPPOWER,N2022148  ,EQ,0,0,0,0,1000,1000,0,7350,-7350,7.35,R,1470
CAD3260,CAD3260,JPASSOCIAT,N2022148  ,EQ,0,0,0,0,1000,1000,0,8000,-8000,8,R,1600
CAD3303,CAD3303,YESBANK,N2022148  ,EQ,9000,9000,0,9000,0,0,147690,0,147690,16.41,R,29538
CAD3308,CAD3308,TCS,N2022147  ,EQ,1,1,1,0,0,0,3338.55,0,3338.55,0,R,0
CAD3308,CAD3308,YESBANK,N2022147  ,EQ,100,100,100,0,0,0,1655,0,1655,0,R,0
CAD3314,CAD3314,BATAINDIA,N2022147  ,EQ,40,0,0,0,65,25,78376,127117.75,-48741.75,1949.67,R,9748.35
CAD3314,CAD3314,TATASTEEL,N2022147  ,EQ,100,100,100,0,0,0,10700,0,10700,0,R,0
CAD3314,CAD3314,RCF,N2022148  ,EQ,100,100,100,0,0,0,9110,0,9110,0,R,0
CAD3314,CAD3314,BLISSGVS,N2022148  ,EQ,0,0,0,0,100,100,0,8070,-8070,80.70,R,1614
CAD3314,CAD3314,WIPRO,N2022148  ,EQ,0,0,0,0,25,25,0,10975,-10975,439,R,2195
CAD3318,CAD3318,KALYANKJIL,N2022148  ,EQ,72,72,0,72,0,0,4917.6,0,4917.60,68.30,R,983.52
CAD3326,CAD3326,INDOWIND,Z2022147  ,BE,0,0,0,0,150,150,0,2145,-2145,14.30,Z,429
CAD3326,CAD3326,UJAAS,Z2022147  ,BE,0,0,0,0,2000,2000,0,6638.3,-6638.30,3.32,Z,1327.66
CAD3337,CAD3337,CYBERTECH,N2022147  ,EQ,500,500,500,0,0,0,85910,0,85910,0,R,0
CAD3347,CAD3347,YESBANK,N2022148  ,EQ,0,0,0,0,300,300,0,4965,-4965,16.55,R,993
CAD3347,CAD3347,SUZLON,N2022148  ,EQ,500,500,0,500,0,0,3625,0,3625,7.25,R,725
CAD3349,CAD3349,PGHH,N2022148  ,EQ,0,0,0,0,1,1,0,14750,-14750,14750,R,2950
CAD3349,CAD3349,VOLTAS,N2022148  ,EQ,20,10,5,5,10,0,19964.5,9980.5,9984,998.40,R,998.40
CAD3349,CAD3349,CHAMBLFERT,N2022147  ,EQ,0,0,0,0,10,10,0,3206.5,-3206.50,320.65,R,641.30
CAD3349,CAD3349,SKFINDIA,N2022147  ,EQ,0,0,0,0,7,7,0,30397.05,-30397.05,4342.44,R,6079.41
CAD3349,CAD3349,ESTER,N2022147  ,EQ,0,0,0,0,10,10,0,1319.9,-1319.90,131.99,R,263.98
CAD3349,CAD3349,GREAVESCOT,N2022148  ,EQ,0,0,0,0,10,10,0,1619.5,-1619.50,161.95,R,323.90
CAD3349,CAD3349,GREAVESCOT,N2022147  ,EQ,0,0,0,0,10,10,0,1646.5,-1646.50,164.65,R,329.30
CAD3349,CAD3349,HINDUNILVR,N2022148  ,EQ,0,0,0,0,5,5,0,13145,-13145,2629,R,2629
CAD3349,CAD3349,RELIANCE,N2022148  ,EQ,0,0,0,0,15,15,0,38853,-38853,2590.20,R,7770.60
CAD3349,CAD3349,CENTURYTEX,N2022147  ,EQ,0,0,0,0,5,5,0,4226,-4226,845.20,R,845.20
CAD3349,CAD3349,VOLTAS,N2022147  ,EQ,0,0,0,0,5,5,0,4900,-4900,980,R,980
CAD3349,CAD3349,PGHH,N2022147  ,EQ,1,1,1,0,0,0,14924.95,0,14924.95,0,R,0
CAD3355,CAD3355,TATASTEEL,N2022147  ,EQ,0,0,0,0,700,700,0,74960,-74960,107.09,R,14992
CAD3357,CAD3357,BANDHANBNK,N2022148  ,EQ,0,0,0,0,100,100,0,27775,-27775,277.75,R,5555
CAD3357,CAD3357,BANDHANBNK,N2022147  ,EQ,100,100,100,0,0,0,29150,0,29150,0,R,0
CAD3367,CAD3367,GNFC,N2022148  ,EQ,20,20,0,20,0,0,15118,0,15118,755.90,R,3023.60
CAD3374,CAD3374,TATAPOWER,N2022147  ,EQ,0,0,0,0,50,50,0,11745,-11745,234.90,R,2349
CAD3374,CAD3374,POLYCAB,N2022147  ,EQ,0,0,0,0,6,6,0,14077,-14077,2346.17,R,2815.40
CAD3374,CAD3374,LICI,N2022148  ,EQ,10,10,0,10,0,0,6736.5,0,6736.50,673.65,R,1347.30
CAD3374,CAD3374,GMDCLTD,N2022147  ,EQ,50,50,50,0,0,0,8790,0,8790,0,R,0
CAD3374,CAD3374,ADANIPOWER,N2022147  ,EQ,50,50,50,0,0,0,16250,0,16250,0,R,0
CAD3374,CAD3374,TCS,N2022148  ,EQ,0,0,0,0,3,3,0,9992.7,-9992.70,3330.90,R,1998.54
CAD3374,CAD3374,ITC,N2022147  ,EQ,0,0,0,0,30,30,0,9178,-9178,305.93,R,1835.60
CAD3374,CAD3374,POLYCAB,N2022148  ,EQ,0,0,0,0,4,4,0,9504.2,-9504.20,2376.05,R,1900.84
CAD3374,CAD3374,SWSOLAR,N2022147  ,EQ,100,100,100,0,0,0,29500,0,29500,0,R,0
CAD3378,CAD3378,PCJEWELLER,N2022148  ,EQ,300,300,0,300,0,0,16080,0,16080,53.60,R,3216
CAD3388,CAD3388,SUNFLAG,N2022148  ,EQ,0,0,0,0,500,500,0,42000.6,-42000.60,84,R,8400.12
CAD3392,CAD3392,RUCHIRA,N2022147  ,EQ,100,100,100,0,0,0,13470,0,13470,0,R,0
CAD3414,CAD3414,ADANIPOWER,N2022147  ,EQ,0,0,0,0,275,275,0,90877.5,-90877.50,330.46,R,18175.50
CAD3414,CAD3414,ADANIPOWER,N2022148  ,EQ,100,0,0,0,325,225,34600,111912.5,-77312.50,343.61,R,15462.50
CAD3414,CAD3414,ADANITRANS,N2022148  ,EQ,0,0,0,0,10,10,0,34760,-34760,3476,R,6952
CAD3414,CAD3414,ADANIGREEN,N2022148  ,EQ,5,0,0,0,10,5,10936.25,21700.5,-10764.25,2152.85,R,2152.85
CAD3417,CAD3417,ORIENTCEM,N2022147  ,EQ,1000,1000,1000,0,0,0,116850,0,116850,0,R,0
CAD3417,CAD3417,NH,N2022147  ,EQ,0,0,0,0,500,500,0,322838.15,-322838.15,645.68,R,64567.63
CAD3448,CAD3448,TEXRAIL,N2022147  ,EQ,0,0,0,0,1000,1000,0,40600,-40600,40.60,R,8120
CAD3448,CAD3448,CIPLA,N2022148  ,EQ,100,100,0,100,0,0,104500,0,104500,1045,R,20900
CAD3476,CAD3476,TATASTEEL,N2022148  ,EQ,0,0,0,0,50,50,0,5382.5,-5382.50,107.65,R,1076.50
CAD3478,CAD3478,UJJIVAN,N2022148  ,EQ,1000,1000,0,1000,0,0,179100,0,179100,179.10,R,35820
CAD3481,CAD3481,TATASTEEL,N2022147  ,EQ,300,100,100,0,200,0,32005,21280,10725,0,R,0
CAD3481,CAD3481,RELIANCE,N2022148  ,EQ,0,0,0,0,5,5,0,12795.75,-12795.75,2559.15,R,2559.15
CAD3488,CAD3488,TATASTEEL,N2022148  ,EQ,0,0,0,0,1,1,0,107.85,-107.85,107.85,R,21.57
CAD3488,CAD3488,TATASTEEL,N2022147  ,EQ,0,0,0,0,1,1,0,106.9,-106.90,106.90,R,21.38
CAD3488,CAD3488,HDFCLIFE,N2022147  ,EQ,0,0,0,0,150,150,0,80749.3,-80749.30,538.33,R,16149.86
CAD3523,CAD3523,INDTERRAIN,N2022148  ,EQ,100,100,0,100,0,0,5132.8,0,5132.80,51.33,R,1026.56
CAD3546,CAD3546,YESBANK,N2022148  ,EQ,2000,1000,1000,0,1000,0,33100,16550,16550,0,R,0
CAD3546,CAD3546,YESBANK,N2022147  ,EQ,0,0,0,0,2000,2000,0,32650,-32650,16.33,R,6530
CAD3550,CAD3550,POONAWALLA,N2022148  ,EQ,500,500,500,0,0,0,139518.85,0,139518.85,0,R,0
CAD3559,CAD3559,IOLCP,N2022147  ,EQ,0,0,0,0,100,100,0,36605,-36605,366.05,R,7321
CAD3559,CAD3559,BPCL,N2022148  ,EQ,0,0,0,0,100,100,0,33500,-33500,335,R,6700
CAD3559,CAD3559,LUPIN,N2022148  ,EQ,250,50,6,44,200,0,157960,128770,29190,583.80,R,5137.44
CAD3559,CAD3559,IBULHSGFIN,N2022148  ,EQ,0,0,0,0,200,200,0,24240,-24240,121.20,R,4848
CAD3559,CAD3559,STAR,N2022147  ,EQ,100,100,100,0,0,0,35125,0,35125,0,R,0
CAD3569,CAD3569,SHYAMMETL,N2022148  ,EQ,225,225,0,225,0,0,67678.5,0,67678.50,300.79,R,13535.70
CAD3569,CAD3569,KIRIINDUS,N2022148  ,EQ,126,126,0,126,0,0,60636.7,0,60636.70,481.24,R,12127.34
CAD3569,CAD3569,JPPOWER,N2022148  ,EQ,1000,1000,0,1000,0,0,7400,0,7400,7.40,R,1480
CAD3570,CAD3570,FCONSUMER,N2022147  ,EQ,1250,1250,1250,0,0,0,2250,0,2250,0,R,0
CAD3571,CAD3571,JPPOWER,N2022147  ,EQ,0,0,0,0,4000,4000,0,28200,-28200,7.05,R,5640
CAD3571,CAD3571,IDEA,N2022147  ,EQ,0,0,0,0,9000,9000,0,82950,-82950,9.22,R,16590
CAD3571,CAD3571,SUBEXLTD,N2022147  ,EQ,350,350,350,0,0,0,11655,0,11655,0,R,0
CAD3571,CAD3571,SUBEXLTD,N2022148  ,EQ,1000,1000,0,1000,0,0,39098.25,0,39098.25,39.10,R,7819.65
CAD3571,CAD3571,PFS,N2022148  ,EQ,350,350,350,0,0,0,5740,0,5740,0,R,0
CAD3571,CAD3571,FCONSUMER,N2022147  ,EQ,15100,15100,15100,0,0,0,27180,0,27180,0,R,0
CAD3571,CAD3571,IRB,N2022148  ,EQ,100,100,100,0,0,0,24805,0,24805,0,R,0
CAD3571,CAD3571,IRB,N2022147  ,EQ,200,100,100,0,100,0,46810,23195,23615,0,R,0
CAD3571,CAD3571,EQUITAS,N2022147  ,EQ,0,0,0,0,150,150,0,15000,-15000,100,R,3000
CAD3571,CAD3571,YESBANK,N2022147  ,EQ,0,0,0,0,3000,3000,0,49200,-49200,16.40,R,9840
CAD3571,CAD3571,JPASSOCIAT,N2022147  ,EQ,0,0,0,0,3000,3000,0,23700,-23700,7.90,R,4740
CAD3571,CAD3571,SUZLON,N2022147  ,EQ,0,0,0,0,3000,3000,0,21300,-21300,7.10,R,4260
CAD3582,CAD3582,BAJAJHIND,N2022148  ,EQ,5,5,0,5,0,0,54,0,54,10.80,R,10.80
CAD3600,CAD3600,IOLCP,N2022148  ,EQ,15,15,5,10,0,0,5489.25,0,5489.25,365.95,R,731.90
CAD3600,CAD3600,LTI,N2022148  ,EQ,3,1,0,1,2,0,14678.2,9769,4909.20,4909.20,R,981.84
CAD3600,CAD3600,IDBI,N2022147  ,EQ,200,200,200,0,0,0,8070,0,8070,0,R,0
CAD3600,CAD3600,PAYTM,N2022147  ,EQ,7,5,5,0,2,0,5537.1,1595.6,3941.50,0,R,0
CAD3600,CAD3600,HEMIPROP,N2022148  ,EQ,110,60,0,60,50,0,11239.75,5095,6144.75,102.41,R,1228.95
CAD3600,CAD3600,YESBANK,N2022148  ,EQ,100,100,0,100,0,0,1665,0,1665,16.65,R,333
CAD3600,CAD3600,TCS,N2022148  ,EQ,1,1,0,1,0,0,3327.4,0,3327.40,3327.40,R,665.48
CAD3600,CAD3600,GRWRHITECH,N2022148  ,EQ,7,0,0,0,9,2,5961.45,7579.9,-1618.45,809.23,R,323.69
CAD3610,CAD3610,NYKAA,N2022148  ,EQ,50,50,10,40,0,0,73256.35,0,73256.35,1465.13,R,11721.0160
CAD3618,CAD3618,TATAELXSI,N2022147  ,EQ,1,1,1,0,0,0,8820.35,0,8820.35,0,R,0
CAD3623,CAD3623,NHPC,N2022147  ,EQ,1000,1000,1000,0,0,0,36100,0,36100,0,R,0
CAD3623,CAD3623,SAIL,N2022148  ,EQ,0,0,0,0,10000,10000,0,768250,-768250,76.83,R,153650
CAD3633,CAD3633,SHRIRAMPPS,N2022147  ,EQ,100,100,100,0,0,0,7710,0,7710,0,R,0
